"knapsack","kegg"
"C00018690","C01823"
"C00018692","C00825"
"C00018695","C15721"
"C00018701","C15758"
"C00018708","C12070"
"C00018710","C14056"
"C00018711","C12058"
"C00018712","C01849"
"C00018716","C00744"
"C00018719","C01688"
"C00018724","C06763"
"C00018726","C12491"
"C00018736","C12662"
"C00018737","C12212"
"C00018738","C06854"
"C00018739","C12412"
"C00018742","C14057"
"C00018743","C14058"
"C00018744","C14059"
"C00018745","C14060"
"C00018746","C14061"
"C00018747","C14062"
"C00018750","C11609"
"C00018763","C16764"
"C00018774","C15679"
"C00018782","C01759"
"C00018785","C00773"
"C00018795","C11222"
"C00018797","C12112"
"C00018805","C13299"
"C00018807","C07648"
"C00018809","C06764"
"C00018813","C12394"
"C00018818","C12023"
"C00018850","C11259"
"C00018853","C01895"
"C00018876","C15218"
"C00018905","C15740"
"C00018906","C15757"
"C00018987","C01729"
"C00019056","C07290"
"C00019173","C16229"
"C00019281","C00559"
"C00019282","C00365"
"C00019283","C06228"
"C00019342","C00501"
"C00019343","C00004"
"C00019344","C01212"
"C00019345","C01170"
"C00019346","C00286"
"C00019347","C00020"
"C00019348","C14091"
"C00019349","C05815"
"C00019350","C01367"
"C00019351","C05401"
"C00019352","C00054"
"C00019353","C00008"
"C00019355","C00361"
"C00019356","C00362"
"C00019357","C04738"
"C00019358","C00043"
"C00019387","C16225"
"C00019434","C04442"
"C00019473","C16231"
"C00019543","C01101"
"C00019544","C03291"
"C00019545","C00005"
"C00019546","C00091"
"C00019548","C05345"
"C00019549","C00256"
"C00019550","C03451"
"C00019551","C00197"
"C00019552","C00236"
"C00019554","C04631"
"C00019555","C01050"
"C00019557","C00348"
"C00019558","C05235"
"C00019559","C00227"
"C00019560","C00469"
"C00019561","C00013"
"C00019570","C01077"
"C00019572","C11472"
"C00019574","C07836"
"C00019576","C00993"
"C00019577","C00217"
"C00019577","C00302"
"C00019578","C00692"
"C00019579","C06156"
"C00019580","C00352"
"C00019581","C04256"
"C00019582","C04257"
"C00019583","C00645"
"C00019584","C00270"
"C00019621","C01118"
"C00019627","C00068"
"C00019628","C01081"
"C00019629","C03539"
"C00019630","C02888"
"C00019632","C00254"
"C00019633","C04352"
"C00019634","C00508"
"C00019635","C00144"
"C00019636","C00460"
"C00019637","C00364"
"C00019638","C00644"
"C00019639","C00063"
"C00019642","C04376"
"C00019649","C00424"
"C00019650","C01721"
"C00019651","C01099"
"C00019652","C00861"
"C00019653","C01131"
"C00019654","C00133"
"C00019655","C03373"
"C00019656","C00555"
"C00019657","C03232"
"C00019658","C00900"
"C00019659","C03741"
"C00019660","C00385"
"C00019661","C00357"
"C00019662","C00094"
"C00019663","C02637"
"C00019664","C00944"
"C00019665","C01268"
"C00019673","C00942"
"C00019674","C00299"
"C00019675","C00109"
"C00019676","C01094"
"C00019677","C00233"
"C00019678","C04039"
"C00019679","C00387"
"C00019680","C01063"
"C00019681","C00124"
"C00019682","C00232"
"C00019683","C01097"
"C00019684","C00310"
"C00019685","C03492"
"C00019686","C00061"
"C00019687","C00445"
"C00019688","C03406"
"C00019689","C00295"
"C00019690","C02504"
"C00019691","C04411"
"C00019692","C00294"
"C00019693","C00231"
"C00019694","C00455"
"C00019695","C00459"
"C00019696","C00363"
"C00019697","C00526"
"C00019698","C00214"
"C00020051","C16815"
"C00020071","C16415"
"C00020091","C05908"
"C00020218","C11264"
"C00020635","C02549"
"C00020637","C05909"
"C00020647","C08716"
"C00021647","C17007"
"C00021799","C01841"
"C00022804","C16340"
"C00022806","C15907"
"C00022807","C05434"
"C00022813","C16276"
"C00022816","C15943"
"C00022819","C15908"
"C00022820","C15910"
"C00022822","C15867"
"C00022845","C15860"
"C00022847","C15859"
"C00022848","C15861"
"C00022851","C15911"
"C00022852","C15877"
"C00022854","C15870"
"C00022891","C15879"
"C00022893","C15881"
"C00022894","C15878"
"C00022898","C15888"
"C00022902","C15902"
"C00022906","C16282"
"C00022980","C15965"
"C00022996","C16279"
"C00022999","C16277"
"C00023013","C15884"
"C00023026","C15928"
"C00023064","C15885"
"C00023065","C16278"
"C00023134","C16145"
"C00023144","C16146"
"C00023214","C16291"
"C00023582","C13782"
"C00023617","C16753"
"C00023618","C16755"
"C00023619","C16754"
"C00023620","C16756"
"C00023634","C03686"
"C00023663","C16838"
"C00023664","C16838"
"C00023672","C15181"
"C00023743","C01802"
"C00023744","C01189"
"C00023747","C01164"
"C00023748","C05104"
"C00023749","C05437"
"C00023751","C04525"
"C00023755","C01694"
"C00023770","C01753"
"C00023773","C08836"
"C00023774","C05442"
"C00023776","C05108"
"C00023781","C05109"
"C00023799","C14495"
"C00023903","C06694"
"C00023944","C06088"
"C00023983","C10087"
"C00024000","C16748"
"C00024135","C08943"
"C00024204","C10068"
"C00024253","C10681"
"C00024284","C12075"
"C00024294","C06542"
"C00024300","C02074"
"C00024322","C01761"
"C00024338","C01761"
"C00024344","C09217"
"C00024346","C02074"
"C00024351","C12166"
"C00024353","C12237"
"C00024355","C12165"
"C00024361","C12190"
"C00024363","C12250"
"C00024370","C12164"
"C00024372","C12167"
"C00024382","C12168"
"C00024384","C12162"
"C00024385","C12167"
"C00024387","C12190"
"C00024391","C12174"
"C00024392","C12164"
"C00024405","C12233"
"C00024413","C12184"
"C00024414","C12173"
"C00024425","C12174"
"C00024429","C12163"
"C00024433","C12187"
"C00024436","C12232"
"C00024438","C12179"
"C00024446","C12193"
"C00024452","C09042"
"C00024459","C11783"
"C00024465","C09042"
"C00024472","C11783"
"C00024480","C11643"
"C00024481","C11675"
"C00024501","C11642"
"C00024529","C01091"
"C00024613","C01626"
"C00024623","C12242"
"C00024626","C12201"
"C00024634","C12227"
"C00024635","C12229"
"C00024636","C06327"
"C00024643","C05194"
"C00024644","C05316"
"C00024647","C05191"
"C00024655","C12226"
"C00024659","C12222"
"C00024660","C12227"
"C00024663","C06162"
"C00024667","C01795"
"C00024693","C08060"
"C00024767","C09634"
"C00024781","C16787"
"C00024908","C08687"
"C00024934","C08707"
"C00025138","C11683"
"C00025193","C11635"
"C00025213","C06522"
"C00025214","C11682"
"C00025252","C02890"
"C00025262","C05177"
"C00025268","C05176"
"C00025278","C09654"
"C00025302","C12336"
"C00025312","C12343"
"C00025315","C12338"
"C00025551","C12452"
"C00025552","C11381"
"C00025556","C12453"
"C00025557","C10868"
"C00025564","C06521"
"C00025616","C06511"
"C00025619","C05243"
"C00025632","C04118"
"C00025652","C06349"
"C00025729","C09156"
"C00025777","C09050"
"C00025812","C06161"
"C00025880","C06515"
"C00025922","C13931"
"C00025981","C06513"
"C00026041","C11691"
"C00026059","C12075"
"C00026087","C05174"
"C00026092","C02106"
"C00026095","C05175"
"C00026115","C15530"
"C00026136","C02915"
"C00026163","C16750"
"C00026164","C16751"
"C00026245","C10688"
"C00026252","C10733"
"C00026361","C16721"
"C00026381","C04284"
"C00026388","C16716"
"C00026411","C06530"
"C00026453","C01717"
"C00026478","C06413"
"C00026485","C02081"
"C00026494","C01717"
"C00026498","C04720"
"C00026521","C06213"
"C00026548","C17168"
"C00026817","C12254"
"C00026981","C11129"
"C00027107","C11048"
"C00027111","C06167"
"C00027138","C11250"
"C00027159","C05315"
"C00027281","C09339"
"C00027304","C09365"
"C00027305","C09366"
"C00027319","C10580"
"C00027353","C09423"
"C00027432","C02442"
"C00027467","C06533"
"C00027472","C11816"
"C00027481","C09640"
"C00027494","C09659"
"C00027516","C08469"
"C00027522","C05177"
"C00027550","C11815"
"C00027600","C12180"
"C00027603","C06171"
"C00027607","C12173"
"C00027627","C11689"
"C00027638","C12259"
"C00027647","C06349"
"C00027673","C05193"
"C00027777","C12201"
"C00027784","C12180"
"C00027824","C08656"
"C00027867","C09851"
"C00027872","C07235"
"C00027919","C13750"
"C00027924","C11590"
"C00027934","C09890"
"C00027948","C02010"
"C00027972","C08654"
"C00028005","C03329"
"C00028008","C13426"
"C00028042","C12167"
"C00028131","C09419"
"C00028162","C11813"
"C00028165","C08680"
"C00028198","C05316"
"C00028244","C11690"
"C00028252","C15694"
"C00028253","C12039"
"C00028300","C10807"
"C00028334","C09208"
"C00028344","C08687"
"C00028347","C13683"
"C00028351","C12257"
"C00028390","C12181"
"C00028430","C15675"
"C00028454","C09558"
"C00028509","C09881"
"C00028576","C08698"
"C00028578","C08699"
"C00028775","C06175"
"C00028793","C12186"
"C00028807","C15734"
"C00028808","C15736"
"C00028809","C15735"
"C00029041","C16841"
"C00029058","C03470"
"C00029148","C12182"
"C00029172","C12189"
"C00029202","C06544"
"C00029260","C12170"
"C00029335","C09873"
"C00029353","C08490"
"C00029354","C08362"
"C00029364","C10061"
"C00029420","C16843"
"C00029423","C14272"
"C00029459","C01502"
"C00029462","C02632"
"C00029471","C01744"
"C00029504","C05582"
"C00029528","C13637"
"C00029531","C00755"
"C00029532","C03766"
"C00029536","C02519"
"C00029547","C11101"
"C00029643","C00788"
"C00029674","C09902"
"C00029674","C16772"
"C00029811","C00556"
"C00029816","C12287"
"C00029828","C00486"
"C00029834","C01760"
"C00029961","C10438"
"C00029979","C16765"
"C00030074","C10605"
"C00030099","C12307"
"C00030100","C01633"
"C00030105","C13837"
"C00030117","C04483"
"C00030143","C07819"
"C00030152","C02277"
"C00030167","C01533"
"C00030246","C16501"
"C00030331","C14279"
"C00030410","C01921"
"C00030472","C01816"
"C00030479","C00249"
"C00030483","C01586"
"C00030498","C15517"
"C00030512","C01926"
"C00030540","C14743"
"C00030644","C02278"
"C00030694","C01727"
"C00030758","C01875"
"C00030760","C03425"
"C00030767","C12305"
"C00030804","C12307"
"C00030829","C01601"
"C00030830","C14696"
"C00030878","C01542"
"C00030880","C01545"
"C00030923","C16792"
